score,content
5,"Tolong jangan minta bayaran dong, aplikasi ini byk yg suka, kalau minta bayaran kayak gini pasti byk yg tidak pakek lagi aplikasi ini, aku dan temaen2 ku makai aplikasi ini semua ngeluh"
2,Yang berlangganan tahunan kok mahal banget... Mending ada fitur iklan. Jadi pas untuk kalangan tak bisa berlangganan
5,Bagus banget cuma gak kaya dulu ada iklan
4,"Sebelum d upgrade aplikasi ini sangat bagus dan menyenangkan ,. Walaupun pro tapi tetap bisa dipakai menggunakan iklan. Stelah d upgrade kenapa fitur iklan dihilangkan , padahal itu dpat mempermudah pengguna. Tolong fitur pro dapat digunakan kembali dgn melihat iklan 🙌"
3,Bagus banget tapi background nya kayak menyatu gitu lalu mukanya kadang ga sempurna Background juga kadang kayak semula lurus jadi miring itu perlu di perbaiki lalu soal rambut ada in yg di belakang juga kemudaan nya jadiin supaya lebih Ganteng/Cantik gitu supaya Hasil optimal dan bagus! Cukup bagus sih tapi WM(Watermark) bisa ga di hilangkan pake Ads Pokoknya perlu perbaikan di bagian muka ama background yg kita pakai oke :)
1,"Kenapa tidak bisa berlangganan, gagal terus"
5,Terimakasih sudah memperbaiki aplikasi saya harap fitur fitur nya di tambah supaya lebih menarik 👍 saya gunakan kembali aplikasi ini 😘 sukses selalu
5,Sudah sangat baik tapi tolong semua filter dan edit wajah dapat dibuka dengan pilihan iklan
1,Kenapa tidak bisa memperbarui versi pro FaceApp
5,Aplikasinya bagus bgt aku sampe ga bisa berkata kata. Tapi tolong sebagian rambut dan yang lainnya tolong beberapa di hilang kan iklannya karna saat saya menonton iklannya hp saya lobet dan rusak jadi tolong untuk iklannya sebagian di hilang kan ya. Terima kasih
3,"semua harus bayar,, trus keluar trus elor makin kesini ga makin bagus"
5,Aplikasi nya sangat bagus tidak ada iklan👍👍👍👍👍👍👍👍👍👍👍
5,"Bagus bangettzz.. Fotony tambah bagus.. Editor ini bukan sembarangan .. Strikerny itu kelihatan banget asli 3d pdhal cuma tempelan.. Terus stikerny itu nggk harus dipasang sendiri, tapi editornya yg masang, itupun hasilnya pas banget.. Terus makeupnya itu bagus dan tinggal pencet satu, langsung berubah jadi makeup an.. Pilihan makeup nya itu jg banyak, bagus lagi.. Tapi untuk kekurangannya editor ini online😢.. Tapi nggak apa2, asal hasilny bagus😍😘🤗🤗, dari pada habisin kuota tp hasilny jelek"
1,"saya masih blm mau untuk kasih bintang karna saya pas masuk mencoba buat edit foto selalu ada notif gambar kucing dan ada bacaan ""ada yang tidak beres"" aplikasi nya tolong di tingkattin lagi, sya kecewa dengan aplikasi ini, udh download tpi ga bsa.. kalo mau bikin aplikasi bisa lebih baik lago dong min.. jangan kek gini.. terimkasih.."
5,"aplikasinya bagus,tapi mohon maaf tidak geratis, lebih baik menonton iklan tapi geratis"
4,baru dounload terus aku langsung nyoba dan tiba2 muncul tulisan (ada yang tidak beres...harap coba lagii) setelah mencoba yang kedua dengan foto berbeda tetapi tetap saja ngga bisa ya udahhh...langsung hapus aja aplikasi ini..............
5,"Lumayan bagus tp kok suka gak bisa ya knp gtu, kurang perfect apknya coba di sempurnakan lagi biar gampang editnya, soalnya kadang bisa kadang engga pdhl dgn foto yg sama, sebelumnya bisa pas mau edit kedua kalinya kok gak bisa?"
4,"Aplikasinya bagus, tapi sekarang berbayar 🙉🙉🙉 yg versi lama masih bisa kita pakai dengan menonton iklan 🙊🙊🙊🙊"
5,Bagus sangat dan mudah di gunakan
5,"Untuk versi yang lawas, saya sangat menyukainya. Kenapa sekarang jadi berbayar?? Terpaksa saya uninstall saja, tidak seenjoy dulu."
5,Bagus saya suka Cuma saya gak bisa disecrenshot
5,Menurut aku sih enak dimainin tapi kayak ada lucu-lucunya gitu loh waktu aku tunjukin ke adekku aku edit rambutnya aku panjangngin warnanya pirang jadi kayak temen aku
1,Tidak ada yg gratis sekarang berbayar semua. Mahal lagi. Mending tiktok free tinggal screenshot. Bye faceapp
5,"Perlu d tingkatkan, sponsor terlalu menyita"
1,"saya sungguh kecewa dengan aplikasi ini selain dari harga Pro yg sangat Mahal ditambah lagi dengan Bug "" Tidak bisa Memuat Foto "" padahal sebelumnya Bisa, Setelah Barusan saya Update tidak ada perubahan sama sekali Mohon untuk Admin memperbaiki Aplikasi ini"
3,"Minta tolong fitur yang kaya dulu dulu saja di pakai,jangan bergantung samanya pro,kalau dulu cukup dengan menonton iklan sudah bisa mengedit foto,tapi sekarang tidak bisa lagi,,,minta dengan sangat perubahannya.....nanti di kasih bintang lima...."
3,Tolong tingkatkan lgii sperti kemarin'lahh jgn kek skrng semua pro.. kalo bisa semua gratis 🙏
1,"ketika ingin mencoba mengedit foto, saat ingin memilih foto di album dan foto sudah dipilih timbul bacaan ""sedang ada gangguan"" padahal jaringan oke, semua oke. kecewa sudah mengunduh lalu saya hapus."
5,Mantap sangat bagus hnya sedikit mahal beli pronya
2,"Apk faceapp ini memang keren. tapi kalo coba yg versi bayar bisa nonton iklan, tapi jika kita mengklik tonton iklan supaya kita mencoba fitur yg berbayar y selalu keluar tulisan ""iklan tidak tersedia coba lagi nanti"". Apk apaan ini katanya bisa mencoba fitur berbayar dengan menonton iklan tapi nyatanya kalau mengklik nonton iklan selalu iklan tidak tersedia. Payah"
4,"Dulu saya pakai aplikasi ini lama. Tapi tiba-tiba tidak bisa dipakai,dan harus di upgrade versi baru lagi. Ternyata hrs pro/berbayar. Dan banyak yg hilang.! Akhirnya sy uninstall karena sdh tidak bisa terpakai lagi. Bintang 4 dulu ya. Karena belum saya perbarui."
1,"Semakin kecewa dengan aplikasi ini. Dulu hanya dengan menonton iklan, bisa mendapatkan versi pro. Sekarang iklannya malah dihilangkan. Kami yang tidak punya cukup uang, sangat keberatan dengan aturan ini."
3,Kenapa semua harus berbayar.. tidak ada alternatif pilih iklan lagi. Kalau harus berbayar akan rugi karena tidak setiap kali app ini digunakan. Bila ingin tetap punya pemakai. Beri altenatif iklan lagi. Masa harus 2 kali bayar..😒
5,"Sudah bagus, lebih bagus lagi kalau fitur fiturnya ditambahin. Seperti face expresion yg tidak hanya senyum dan tertawa, ditambah lagi menangis, marah, kaget dan lainnya seperti emoji expresion."
1,"Aplikasinya 100%berubah ga seperti dulu, skrng tdk ada lagi free nonton iklan"
2,Sangat kecewa aplikasi nya karena banyak iklan lagi mana pro semua tolonglah perbaiki aplikasinya biar kaya dulu lagi saya sebagai yang sudah download saya akan kasih bintang dua karena sangat. Kecewaaaaaaaa
3,Kecewa banget setelah di upgrade malah tidak bisa lagi di pakai.. Tidak seprti sebelumnya dengan nonton iklan semuanya hasilnya bagus dan memuaskan.. Tolong kembalikan seperti semula
5,Bagus aku merasa menemukan face app yg tlah lama hilang terhapus👍 simpel dan mantap hasil editan nya
5,"sekarang ngga ada mode tonton video, jadi harus bayar, padahal saya sudah pakai apl ini puluhan tahun karna hasil editannya bagus"
1,baru aja bagus...eee mlah sekarang suruh beli...kemaren masih tonton iklan bagus sekarang jelek...g suka banget...mo ku hapus saja...
1,Klo iklanya di ilangin dan harus bayar pasti semua pada uninstal krn udh pada gak mau pakai apk ini lagi
5,Sangat mendukung sekali untuk kecantikan dan make up para kaum hawa . Dan sangat menghibur sekali untuk diri sendiri.dan bahagia .
1,Apk nya bagus cuman kenap unutk video ga bisa kaya dulu plise ada in lagi buat edit video nya
5,"aplikasi yang menyenangkan, mudah digunakan. pada versi trial tidak banyak iklannya"
1,Dulu favorit sy nih aplikasi . Setelah ngga bisa pake iklan jadi males pakenya . Jadi sy kasih bintang 🌟 1 yaa
4,Minimal ok yg maksimal banyak yg pro sedangkan gratis cuma satu atau dua kasihan saya
1,"sudah dibayarkan tapi tidak terbuka versi pro nya, tolong diperbaiki"
5,"Ok deh saya suka bingit,, pokoknya Mantappppp dari awal sy slalu mggunakan apk ni suka deeeeeeh. iya sangat Bagus dehh makin siiiiip aja,,, jangan di ubah biarkan orang2 menyukai apk ini 🥰🥰👍👍 gooddddddd"
3,Bagus tpi berbayar. Biasanya cukup nonto vidio saja sekarang ga ada lagi. Kecewa sih. Thanks
5,Mantap. App ini Bisa dipercaya buat usaha cetak Poto canggih. Memuaskan. Tapi anda harus bayar. Sayangnya.
1,Makin pelit harus bayar g boleh lihat iklan lagi uninstal lah.
5,"aplikasi terbaik,, yg sedih bisa tersenyum,, yg kaki juga bisa tersenyum 👍"
3,"Aplikasinya bagus, tapi masih banyak fitur yang berbayar!"
1,"Aplikasi gak jelas, semuanya kebanyakan pro, bagusan yang versi dulu, hanya dengan menonton iklan udh bisa buka fiturnya 👎🏻👎🏻 Tolong di kembalikan seperti dulu 🖕🏻"
5,Apilkasinya bagus kok..cuma kok logonya ga bisa di hapus itu aja
3,"Kok sekarang ga ada nonton iklan ya, padahal suka apk ini karna bisa tetap menikmati app dengan nonton iklan, rela kok nonton iklan banyak2 daripada bayar, kembalikan settingan seperti semula😭😭😭😭"
1,"Aku setia pakai aplikasi ini, kenapa harus berbayar? Sudah cukup dengan iklan, kalau jadi begini nanti aplikasi ini malas di gunakan orang lagi"
1,Setelah di Update aplikasi nya malah di suruh beralih ke pro.. Kecewa kecewa kecewa
1,Bintang yang berbicara jd gak seru harus beralih ke pro
1,"Udah di upgrade malah yg pro gak bisa di pake,harus bayar. Padahal sebelum di upgrade masih bisa walaupun nonton iklan dulu. Gak asik jadinya. Balikin kayak asal aja dong. Nonton iklan juga gpp. Malah mau ku uninstall aja. Jelek"
5,Apk sangat memuaskan syang yg pro ga bsa geratis harus bayar
2,"sebetulnya aplikasi ini nggak jelek. cuma gangguan melulu (muncul gambar kucing dan tulisan harap coba lagi), dan kalo udah gangguan begitu, bisa berjam-jam terus seperti itu. mungkin kebanyakan usernya jadi menyebabkan gangguan? tapi konyol banget kalo gitu sih, kesannya seperti aplikasi ini nggak siap."
5,Terimakasih banyak suka banget aplikasi ini bagus sekali
5,Hmmmm ini sangat memuaskan kalian harus memiliki faceApp : editor wajah karena ini sangat bagus aku kasih rating 5 terimakasihhh buruan downold
5,"Aplikasinya skrg menurut q bagus , ga kya dulu kalau ngedit cuma wajah nya aja . kalau skrg dari ujung kaki sampe ujung rambut pun bisa terlihat . tpi tolong di perbagus lagi karna pilihanya hrs byr dulu masa 🥱🥱😎"
1,"Seudah diupdate faceApp jadi aneh banget, semuanya harus premium, padahal edit foto pun paling cuma satu kali, satu bulan. Dan lagi banyak fitur yang hilang. Kecewa berat sama aplikasi ini!"
5,"Keren banget, sayang nya berbayar"
5,"aplikasi ini sangat bagus, silahkan dicoba pasti tidak menyesal"
5,"Wow, mantap, bisa digunakan apk ini. Banyak manfaatnya"
2,Kecewa sblmnya saya pakai masih bs ngga pakai pro skrg terkunci krn pro
5,app bagus.. kedepannya semakin bagus
2,Bagus tapi gak bisa buka semua nya pake pro🥺🥺
5,"Sekarang lebih sulit, buat edit foto, gak kek dulu"
5,Suka banget tp kalau pakai pulsa ok lah tp harus byar pakai dana amat sangat gk setuju
5,"Aplikasi keren , wajib punya... Recommended bgt"
5,Mengapa face app nya tidak beriklan
1,"Kenapa sekarang tidak ada fitur nonton iklannya untuk membuka filter yang kita suka? Kecewa banget fitur nya di hilangin, padahal dulu setia banget pake aplikasi ini, sudah saatnya uninstall aplikasi nya sekarang, tolong tambahkan lagi fitur nonton iklannya, kalo sudah di tambahin bakal saya kasi bintang 5. Terimakasih"
4,"Kasih bintang 4 dlu,Kenapa sekarang tidak bisa ngedit foto"
5,"Bagus ! Tapi banyak fitur yang tersedia hanya di versi pro,itu yang jadi keluhan hampir semua pengguna. Kalau mau di sukai pengguna,seharusnya semua fitur bisa di gunakan tanpa harus upgrade ke versi pro. Intinya gtatiskan saja,jangan ada yang berbayar"
5,Aku kasih bintang 5 supaya g banyak iklan sama harus bayar
5,Poto diedit dileher kadang gkbersih .ada hitam nya nya .tolong tingkak ya yg bagian leher .kurang bersih
1,"Semua pro berbayar ngga ada gratis? Ngga seperti dulu lagi, saya unistal 🙏sebelumnya udah ada setelah beberapa hari semua berbayar😇😌"
1,Kenapa harus dipersulit c skrng kl mo edit..mana ada yg mau bayar buat ngedit doank untuk kami yg kalangan menengah kebawah... Knp ga kaya dl lebih baik nonton iklan dl daripada harus bayar...
3,"belum sempurna,,masih ada kekurangan di bagian edit latar belakangnya. saat edit latar belakang ada sedikit terlihat latar belakang sblum di edit shingga terlihat sdkit romol..jdi tolong di perbaiki biar latar belakangx terlihat utuh n sempurna.."
1,Saya sangat kecewa karena fitur menonton iklan di hapus.. sehingga itu sangat mempersulit pengguna untuk terus memakai aplikasi buatan anda. Jujur dulu saya sangat setia memakai aplikasi ini hingga bertahun tahun. tapi setelah anda menghilangkan menonton iklan..saya terpaksa menghapus aplikasi anda dari hanphone saya.. maaf bagi saya dan pengguna lain mungkin akan meninggalkan aplikasi anda.. apa bila tontonan iklan terus di hilangkan..
2,Sebaik nya gak usah pakai pro berlangganan.. bintang dua aja.. lama2 pada Uninstal deh..
1,Kasih bintang 1 aja dulu skrg ubah nya harus pake pro kalau pake iklan kan enak masa harus pake pro harus bayar aneh
5,Bagus dan mudah. Sekarang foto saya jadi baik dan bagus mantap
1,"Udah bayar yang PRO, tapi fitur masih yang FREE"
1,"Udh ga bagus lagi nih aplikasi,tolong kembalikan ke versi lama Untuk yg sekarang gw kasih bintang 1"
5,"Sangat luar biasa, kalau boleh bintang nya aku tambahin dua lagi, terimakasih faceApp"
5,Sangat bagus untuk edit photo
1,"Udah enak"" pake iklan malah jadi proo"
1,Aplikasi tidak bisa di gunakan !! Padahal sdh byr
2,Mode gratis nya kok gak ada ya... Waktu itu ada #kecewa
4,Sementara *4 dulu kalo lebih sempurna tambah *
5,Bagus bangett👍 aku suka rambut nya juga kyk asliii💓💓
5,Bagus apilkasi untuk mengedit foto
5,Keren ...tanpa mengubah banyak hal tp cantik
1,"udah di download tp masih berbayar...gua uinstal ,gua copot lg aja,.."
1,Mau saya unistal aja apk ini sudah tidak bisa di gunakan lagi mau edit poto gagal terus apk buruk
2,Mending pake iklan biar bisa pake yang pro nya
5,Mantap...banyak Iklannya... Bentar2... Pro... Bentar2 Pro...
3,Best....sdh tdk best lg.... Harus pkk pro semua... Kecewa bingittssz... Apakah hrs un instal... ☹️☹️☹️
5,Terbaik app wlopun berbayar tapi hasil mantap 👍👍
5,Apk ini sangat bagus tetapi ada yg harus bayar saya kasih bintang 5
5,Sy selalu suka aplikasi ini apa lg klo g ada pembayaran selalu gratis🤭🙏
5,Aplikasi nya bagus jangan ragu lagi ☺️
5,Sangat membantu dalam mengedit👍👍
1,"Saya memakai FaceApp sudah 3 thn dengan adanya filter gratis, tapi selah aplikasinya di update saya tdk bisa menggunakannya lagi, filter yg sering saya gunakan sudah sistem bayar. Filter usia sama filter senyum tolong di kasih gratis."
5,"Sangat bagus, keren sekali, mantap dan jooooss👍👍👍👍👍"
1,Kumat pra pro pra pro lagi .udah enak enak pakek iklan malah pro
1,"Gak jelas,udah bayar tetap aja gak bisa pakai"
5,bagus aplikasinya tp banyak yang nga ke buka
5,"Bagus untuk saat ini, moga kedepannya lebih ditingkat lagi"
4,Bagus sih tapi enggak serti dulu lagi tolong mohon ditingkat kan lgi sprti dulu
5,"Aplikasinya bagus,cuma k3banyakan harus beli siih"
1,Tidak bisa lagi memakai aplikasi ini soalnya pake pro aplikasi ini tidak menarik bagi saya
5,"Aplikasi ini bagus sekali saya suka dan sering memakainya. Tapi sekarang mengapa banyak pilihan PRO nya dan harus bayar. Saya usul bagaimana kalau aplikasinya disediakan 2 alternatif, bagi yg gratis dipasang iklan sedangkan yg bayar bebas iklan.Dgn demikian aplikasi ini sangat bermanfaat bagi semua kalangan baik yg mampu atau tdk mambu membayar. Di aplikasi yg lain juga ada yg melakukan seperti itu."
5,"awal coba tidak bisa edit poto dan ada keterangan seperti pengguna lain alami. tapi selang beberapa lama,aplikasi berfungsi dengan baik dan menarik hasilnya. ada info dimedia yang menyatakan apl ini berbahaya karena data kita akan disalahgunakan. tapi kembali lagi pada diri kita, pergunakanlah sebijak mungkin dan berhati2 jika ada notif yang tidak dimengerti"
5,"Aplikasinya bagus,mudah di gunakan, wajar lah fiturnya harus bayar, kalian harus coba..download sekarang."
1,"Dulu bisa menggunakan fitur pro dengan iklan tapi sekarang gak bisa, terus wajah terdeteksi lebih akurat, jadi gak bisa milih sesuatu yang mirip wajah, sembarangan"
5,"Bagus banget, ga terbuka semua, terimakasih"
1,"Di upgrade kok malah hancur aplikasi nya tidak seperti sebelumnya!! Lemot pula .. sebelum di upgrade si oke baik sekali sangat puas. Ehh di upgrade malah hancur ,, malah bikin rating jelek"
1,Aplikasi yg sekarang harus bayar jadi males bintang 1 aja lah percuma aplikasi gini ana harus bayar
5,"Sangat bagus,,,tapi alangkah baiknya membuat filter nya lebih detaile lagi"
1,Fiturnya sudah banyak berbayar dan sudah tidak ada lagi yang gratis. Tolonglah dibuat lagi versi gratisnya dengan menontob iklan.
5,Bintang 5 sangat membantu dalam kreatifitas
5,Sangat bagus sekali kalo buat edit foto debes
5,Aplikasi sangat keren tidak ribet banyak instal langsung klik wooouw mantap banget layak mendapat bintang 5 🔯🔯🔯🔯🔯
1,Aplikasinya bagus tapi sangat disayangkan fiturnya jadi berbayar semua.
5,"Aplikasinya bagus krna bisa juga dipakai untuk mengedit dan banyak Fitur"" Lainnya 👍👍👍"
5,"Kenapa error cloud penuh, tolong perbaiki segera supaya cloud tidak penuh."
5,Aplikasi bagus bebas iklan.. Sesuai kan dengan gaya mu.. Saya kasih 10 bintang⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐
5,"Kerenlah,sayang kalau pakai effect otomatis ada kerutan di kelopak mata.lainnya bagus dan rapi"
5,Aplikasi keren banget dan mantap utk wajah dan suasana tempat yang kita suka 👍👍👍👍❤️❤️❤️
1,"Maaf saya turunkan bintangnya, dari 5 menjadi 1. Karena sekarang Aplikasi berbayar semua. Kecewa, semua fitur berbayar"
